2021-01-11 11:17:44,304 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-01-11 11:17:44,382 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-01-11 11:17:44,382 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-01-11 11:17:44,382 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-01-11 11:17:44,413 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-01-11 11:17:44,413 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-01-11 11:17:44,710 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-01-11 14:25:58,884 INFO  SwAddin.cs: 271 - Assembly export called for file 简化模型装配体
2021-01-11 14:26:00,624 INFO  SwAddin.cs: 290 - Saving assembly
2021-01-11 14:26:00,702 INFO  SwAddin.cs: 293 - Opening property manager
2021-01-11 14:26:00,733 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 简化模型装配体
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1142 - Found 29 in 简化模型装配体
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 简化模型装配体
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 升降杆-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1142 - Found 27 in 升降杆-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 升降杆-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 车身-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1142 - Found 41 in 车身-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 车身-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 简化模型装配体
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1142 - Found 29 in 简化模型装配体
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 简化模型装配体
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 升降杆-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1142 - Found 27 in 升降杆-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 升降杆-1
2021-01-11 14:26:00,796 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 车身-1
2021-01-11 14:26:00,812 INFO  ExportHelperExtension.cs: 1142 - Found 41 in 车身-1
2021-01-11 14:26:00,812 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 车身-1
2021-01-11 14:26:01,155 INFO  SwAddin.cs: 316 - Loading config tree
2021-01-11 14:26:01,155 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2021-01-11 14:26:01,171 INFO  SwAddin.cs: 321 - Showing property manager
2021-01-11 14:26:51,405 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-01-11 14:27:57,343 INFO  ExportPropertyManager.cs: 450 - Configuration canceled
2021-01-11 14:27:57,407 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-01-11 14:28:56,484 INFO  SwAddin.cs: 271 - Assembly export called for file 简化模型装配体
2021-01-11 14:28:56,484 INFO  SwAddin.cs: 276 - Save is required
2021-01-11 14:28:56,484 INFO  SwAddin.cs: 290 - Saving assembly
2021-01-11 14:28:56,719 INFO  SwAddin.cs: 293 - Opening property manager
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 简化模型装配体
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1142 - Found 30 in 简化模型装配体
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 简化模型装配体
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 升降杆-1
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1142 - Found 27 in 升降杆-1
2021-01-11 14:28:56,719 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 升降杆-1
